Row_Index,Column,Original_Value,New_Value
43401,Effective_Date,01/01/2009,2009-01-01
43402,Enacted_Date,18/05/2009,2009-05-18
43402,Effective_Date,05/07/2010,2010-07-05
43403,Enacted_Date,09/03/2009,2009-03-09
43403,Effective_Date,01/12/2009,2009-12-01
43404,Enacted_Date,24/06/2003,2003-06-24
43404,Effective_Date,01/01/2004,2004-01-01
43405,Enacted_Date,11/06/1992,1992-06-11
43405,Effective_Date,31/12/1992,1992-12-31
43406,Enacted_Date,29/09/2009,2009-09-29
43406,Effective_Date,29/09/2009,2009-09-29
43407,Enacted_Date,13/03/2007,2007-03-13
43407,Effective_Date,15/06/2007,2007-06-15
43408,Enacted_Date,09/06/2009,2009-06-09
43408,Effective_Date,05/07/2010,2010-07-05
43409,Enacted_Date,13/06/2008,2008-06-13
43409,Effective_Date,11/09/2008,2008-09-11
43410,Enacted_Date,18/04/2005,2005-04-18
43410,Effective_Date,01/10/2009,2009-10-01
43411,Enacted_Date,06/06/2003,2003-06-06
43411,Effective_Date,01/09/2003,2003-09-01
43412,Enacted_Date,07/11/2006,2006-11-07
43412,Effective_Date,07/12/2006,2006-12-07
43413,Enacted_Date,13/06/2008,2008-06-13
43413,Effective_Date,11/09/2008,2008-09-11
43414,Enacted_Date,07/11/2006,2006-11-07
43414,Effective_Date,17/11/2006,2006-11-17
43415,Enacted_Date,10/05/2010,2010-05-10
43415,Effective_Date,10/05/2010,2010-05-10
43416,Enacted_Date,27/03/2006,2006-03-27
43416,Effective_Date,01/07/2006,2006-07-01
43417,Enacted_Date,15/04/2008,2008-04-15
43417,Effective_Date,01/07/2008,2008-07-01
43418,Enacted_Date,15/04/2008,2008-04-15
43418,Effective_Date,01/07/2008,2008-07-01
43419,Enacted_Date,23/06/2003,2003-06-23
43419,Effective_Date,01/07/2003,2003-07-01
43420,Enacted_Date,11/06/2007,2007-06-11
43420,Effective_Date,01/10/2007,2007-10-01
43421,Enacted_Date,08/04/2005,2005-04-08
43421,Effective_Date,01/07/2005,2005-07-01
43422,Enacted_Date,12/03/2010,2010-03-12
43422,Effective_Date,01/07/2010,2010-07-01
43423,Enacted_Date,29/06/2004,2004-06-29
43423,Effective_Date,01/03/2005,2005-03-01
43424,Enacted_Date,09/05/2005,2005-05-09
43424,Effective_Date,01/07/2005,2005-07-01
43425,Enacted_Date,10/05/2010,2010-05-10
43425,Effective_Date,10/05/2010,2010-05-10
43426,Enacted_Date,30/09/2011,2011-09-30
43426,Effective_Date,30/09/2011,2011-09-30
43427,Enacted_Date,23/05/1975,1975-05-23
43427,Effective_Date,01/09/1975,1975-09-01
43428,Enacted_Date,04/06/1987,1987-06-04
43428,Effective_Date,01/01/1990,1990-01-01
43429,Enacted_Date,10/04/2006,2006-04-10
43429,Effective_Date,21/07/2006,2006-07-21
43430,Enacted_Date,31/05/2002,2002-05-31
43430,Effective_Date,07/12/2002,2002-12-07
43431,Enacted_Date,10/04/2008,2008-04-10
43431,Effective_Date,01/09/2008,2008-09-01
43432,Enacted_Date,21/10/2010,2010-10-21
43432,Effective_Date,19/01/2011,2011-01-19
43433,Enacted_Date,09/05/2009,2009-05-09
43433,Effective_Date,01/07/2009,2009-07-01
43434,Enacted_Date,13/06/2008,2008-06-13
43434,Effective_Date,11/09/2008,2008-09-11
43435,Enacted_Date,08/11/2005,2005-11-08
43435,Effective_Date,08/12/2005,2005-12-08
43436,Enacted_Date,15/11/2006,2006-11-15
43436,Effective_Date,01/05/2007,2007-05-01
43437,Enacted_Date,26/03/2003,2003-03-26
43437,Effective_Date,24/07/2003,2003-07-24
43438,Enacted_Date,07/11/2006,2006-11-07
43438,Effective_Date,07/12/2006,2006-12-07
43439,Enacted_Date,23/07/2007,2007-07-23
43439,Effective_Date,01/01/2008,2008-01-01
43440,Enacted_Date,12/03/2010,2010-03-12
43440,Effective_Date,01/07/2010,2010-07-01
43441,Enacted_Date,18/06/2004,2004-06-18
43441,Effective_Date,05/07/2004,2004-07-05
43442,Enacted_Date,26/06/2007,2007-06-26
43442,Effective_Date,01/01/2009,2009-01-01
43443,Enacted_Date,10/07/2006,2006-07-10
43443,Effective_Date,16/11/2006,2006-11-16
43444,Enacted_Date,23/07/2007,2007-07-23
43444,Effective_Date,01/01/2008,2008-01-01
43445,Enacted_Date,09/05/2009,2009-05-09
43445,Effective_Date,01/07/2009,2009-07-01
43446,Enacted_Date,28/08/2007,2007-08-28
43446,Effective_Date,01/10/2007,2007-10-01
43447,Enacted_Date,19/08/2011,2011-08-19
43447,Effective_Date,15/02/2012,2012-02-15
43448,Enacted_Date,26/03/2003,2003-03-26
43448,Effective_Date,24/07/2003,2003-07-24
43449,Enacted_Date,21/10/2010,2010-10-21
43449,Effective_Date,19/01/2011,2011-01-19
43450,Enacted_Date,07/11/2006,2006-11-07
43450,Effective_Date,07/12/2006,2006-12-07
43451,Enacted_Date,26/03/2003,2003-03-26
43451,Effective_Date,24/07/2003,2003-07-24
43452,Enacted_Date,19/08/2011,2011-08-19
43452,Effective_Date,15/02/2012,2012-02-15
43453,Enacted_Date,12/03/2010,2010-03-12
43453,Effective_Date,01/07/2010,2010-07-01
43454,Enacted_Date,26/03/2003,2003-03-26
43454,Effective_Date,25/07/2003,2003-07-25
43455,Enacted_Date,25/04/2005,2005-04-25
43455,Effective_Date,01/08/2005,2005-08-01
43456,Enacted_Date,13/06/2008,2008-06-13
43456,Effective_Date,11/09/2008,2008-09-11
43457,Enacted_Date,10/07/2006,2006-07-10
43457,Effective_Date,16/11/2006,2006-11-16
43458,Enacted_Date,13/03/2007,2007-03-13
43458,Effective_Date,15/06/2007,2007-06-15
43459,Enacted_Date,27/04/1990,1990-04-27
43459,Effective_Date,01/01/1991,1991-01-01
43460,Enacted_Date,13/06/2008,2008-06-13
43460,Effective_Date,11/09/2008,2008-09-11
43461,Enacted_Date,30/06/2006,2006-06-30
43461,Effective_Date,01/01/2007,2007-01-01
43462,Enacted_Date,10/07/2006,2006-07-10
43462,Effective_Date,16/11/2006,2006-11-16
43463,Enacted_Date,25/04/2005,2005-04-25
43463,Effective_Date,01/08/2005,2005-08-01
43464,Enacted_Date,30/06/2006,2006-06-30
43464,Effective_Date,01/01/2007,2007-01-01
43465,Enacted_Date,13/07/2000,2000-07-13
43465,Effective_Date,13/07/2000,2000-07-13
43466,Enacted_Date,10/05/2010,2010-05-10
43466,Effective_Date,10/05/2010,2010-05-10
43467,Enacted_Date,21/10/2010,2010-10-21
43467,Effective_Date,19/01/2011,2011-01-19
43468,Enacted_Date,19/08/2011,2011-08-19
43468,Effective_Date,15/02/2012,2012-02-15
43469,Enacted_Date,31/05/2002,2002-05-31
43469,Effective_Date,01/12/2002,2002-12-01
43470,Enacted_Date,07/11/2006,2006-11-07
43470,Effective_Date,07/12/2006,2006-12-07
43471,Enacted_Date,21/10/2010,2010-10-21
43471,Effective_Date,19/01/2011,2011-01-19
43472,Enacted_Date,18/12/2009,2009-12-18
43472,Effective_Date,01/05/2010,2010-05-01
43473,Enacted_Date,15/01/2006,2006-01-15
43473,Effective_Date,15/04/2006,2006-04-15
43474,Enacted_Date,26/06/2007,2007-06-26
43474,Effective_Date,01/01/2009,2009-01-01
43475,Enacted_Date,19/08/2011,2011-08-19
43475,Effective_Date,15/02/2012,2012-02-15
43476,Enacted_Date,26/06/2007,2007-06-26
43476,Effective_Date,01/01/2009,2009-01-01
43477,Enacted_Date,21/10/2010,2010-10-21
43477,Effective_Date,19/01/2011,2011-01-19
43478,Enacted_Date,21/10/2010,2010-10-21
43478,Effective_Date,19/01/2011,2011-01-19
43479,Enacted_Date,24/06/2003,2003-06-24
43479,Effective_Date,01/01/2004,2004-01-01
43480,Enacted_Date,07/11/2006,2006-11-07
43480,Effective_Date,01/05/2007,2007-05-01
43481,Enacted_Date,22/03/1994,1994-03-22
43481,Effective_Date,01/01/1995,1995-01-01
43482,Enacted_Date,16/05/2007,2007-05-16
43482,Effective_Date,01/10/2007,2007-10-01
43483,Enacted_Date,05/07/1989,1989-07-05
43483,Effective_Date,01/01/1990,1990-01-01
43484,Enacted_Date,29/09/2009,2009-09-29
43484,Effective_Date,29/09/2009,2009-09-29
43485,Enacted_Date,09/03/2009,2009-03-09
43485,Effective_Date,01/12/2009,2009-12-01
43486,Enacted_Date,30/05/1990,1990-05-30
43486,Effective_Date,01/08/1990,1990-08-01
43487,Enacted_Date,09/05/2009,2009-05-09
43487,Effective_Date,01/07/2009,2009-07-01
43488,Enacted_Date,23/07/2007,2007-07-23
43488,Effective_Date,01/01/2008,2008-01-01
43489,Enacted_Date,31/01/2006,2006-01-31
43489,Effective_Date,01/01/2007,2007-01-01
43490,Enacted_Date,13/03/2007,2007-03-13
43490,Effective_Date,15/06/2007,2007-06-15
43491,Enacted_Date,22/04/1997,1997-04-22
43491,Effective_Date,09/07/1997,1997-07-09
43492,Enacted_Date,29/09/2003,2003-09-29
43492,Effective_Date,03/12/2003,2003-12-03
43493,Enacted_Date,23/06/2003,2003-06-23
43493,Effective_Date,01/07/2003,2003-07-01
43494,Enacted_Date,01/03/1994,1994-03-01
43494,Effective_Date,01/03/1994,1994-03-01
43495,Enacted_Date,09/03/2009,2009-03-09
43495,Effective_Date,01/12/2009,2009-12-01
43496,Enacted_Date,17/05/2007,2007-05-17
43496,Effective_Date,01/10/2007,2007-10-01
43497,Enacted_Date,26/06/2007,2007-06-26
43497,Effective_Date,01/01/2009,2009-01-01
43498,Enacted_Date,12/04/2001,2001-04-12
43498,Effective_Date,11/07/2001,2001-07-11
43499,Enacted_Date,11/06/1992,1992-06-11
43499,Effective_Date,13/08/1992,1992-08-13
43500,Enacted_Date,13/03/2007,2007-03-13
43500,Effective_Date,13/03/2007,2007-03-13
43501,Enacted_Date,30/06/2006,2006-06-30
43501,Effective_Date,01/01/2007,2007-01-01
43502,Enacted_Date,31/01/2006,2006-01-31
43502,Effective_Date,01/01/2007,2007-01-01
43503,Enacted_Date,07/11/2006,2006-11-07
43503,Effective_Date,17/11/2006,2006-11-17
43504,Enacted_Date,16/05/2007,2007-05-16
43504,Effective_Date,01/10/2007,2007-10-01
43505,Enacted_Date,25/04/2005,2005-04-25
43505,Effective_Date,01/08/2005,2005-08-01
43506,Enacted_Date,19/06/2003,2003-06-19
43506,Effective_Date,01/09/2003,2003-09-01
43507,Enacted_Date,02/11/2010,2010-11-02
43507,Effective_Date,10/11/2010,2010-11-10
43508,Enacted_Date,09/05/2005,2005-05-09
43508,Effective_Date,01/07/2005,2005-07-01
43509,Enacted_Date,26/06/2007,2007-06-26
43509,Effective_Date,01/01/2009,2009-01-01
43510,Enacted_Date,16/03/2006,2006-03-16
43510,Effective_Date,01/05/2006,2006-05-01
43511,Enacted_Date,19/06/2003,2003-06-19
43511,Effective_Date,01/09/2003,2003-09-01
43512,Enacted_Date,26/06/2007,2007-06-26
43512,Effective_Date,01/01/2009,2009-01-01
43513,Enacted_Date,07/11/2006,2006-11-07
43513,Effective_Date,07/12/2006,2006-12-07
43514,Enacted_Date,08/11/2005,2005-11-08
43514,Effective_Date,08/12/2005,2005-12-08
43515,Enacted_Date,23/07/2007,2007-07-23
43515,Effective_Date,01/01/2008,2008-01-01
43516,Enacted_Date,23/05/2003,2003-05-23
43516,Effective_Date,01/10/2003,2003-10-01
43517,Enacted_Date,27/03/2006,2006-03-27
43517,Effective_Date,01/07/2006,2006-07-01
43518,Enacted_Date,02/08/2008,2008-08-02
43518,Effective_Date,01/01/2009,2009-01-01
43519,Enacted_Date,07/11/2006,2006-11-07
43519,Effective_Date,07/12/2006,2006-12-07
43520,Enacted_Date,29/10/1993,1993-10-29
43520,Effective_Date,01/04/1994,1994-04-01
43521,Enacted_Date,26/03/2003,2003-03-26
43521,Effective_Date,24/07/2003,2003-07-24
43522,Enacted_Date,23/06/2003,2003-06-23
43522,Effective_Date,01/07/2003,2003-07-01
43523,Enacted_Date,10/07/2006,2006-07-10
43523,Effective_Date,16/11/2006,2006-11-16
43524,Enacted_Date,11/06/1992,1992-06-11
43524,Effective_Date,31/12/1992,1992-12-31
43525,Enacted_Date,07/11/2006,2006-11-07
43525,Effective_Date,01/05/2007,2007-05-01
43526,Enacted_Date,07/11/2006,2006-11-07
43526,Effective_Date,07/12/2006,2006-12-07
43527,Enacted_Date,31/05/2002,2002-05-31
43527,Effective_Date,01/12/2002,2002-12-01
43528,Enacted_Date,09/05/2009,2009-05-09
43528,Effective_Date,01/07/2009,2009-07-01
43529,Enacted_Date,18/06/2004,2004-06-18
43529,Effective_Date,05/07/2004,2004-07-05
43530,Enacted_Date,21/10/2010,2010-10-21
43530,Effective_Date,19/01/2011,2011-01-19
43531,Enacted_Date,15/11/2006,2006-11-15
43531,Effective_Date,01/05/2007,2007-05-01
43532,Enacted_Date,05/11/2012,2012-11-05
43532,Effective_Date,05/12/2012,2012-12-05
43533,Enacted_Date,19/05/2009,2009-05-19
43533,Effective_Date,02/01/2010,2010-01-02
43534,Enacted_Date,25/04/2005,2005-04-25
43534,Effective_Date,01/08/2005,2005-08-01
43535,Enacted_Date,26/06/2007,2007-06-26
43535,Effective_Date,01/01/2009,2009-01-01
43536,Enacted_Date,02/11/2010,2010-11-02
43536,Effective_Date,10/11/2010,2010-11-10
43537,Enacted_Date,07/04/2006,2006-04-07
43537,Effective_Date,21/07/2006,2006-07-21
43538,Enacted_Date,08/06/2009,2009-06-08
43538,Effective_Date,11/09/2009,2009-09-11
43539,Enacted_Date,30/06/2006,2006-06-30
43539,Effective_Date,01/01/2007,2007-01-01
43540,Enacted_Date,23/07/2007,2007-07-23
43540,Effective_Date,01/01/2008,2008-01-01
43541,Enacted_Date,13/03/2007,2007-03-13
43541,Effective_Date,15/06/2007,2007-06-15
43542,Enacted_Date,13/06/2008,2008-06-13
43542,Effective_Date,11/09/2008,2008-09-11
43543,Enacted_Date,15/04/2008,2008-04-15
43543,Effective_Date,01/07/2008,2008-07-01
43544,Enacted_Date,27/02/2007,2007-02-27
43544,Effective_Date,01/01/2009,2009-01-01
43545,Enacted_Date,26/06/2007,2007-06-26
43545,Effective_Date,01/01/2009,2009-01-01
43546,Enacted_Date,23/06/2003,2003-06-23
43546,Effective_Date,01/07/2003,2003-07-01
43547,Enacted_Date,18/06/2004,2004-06-18
43547,Effective_Date,05/07/2004,2004-07-05
43548,Enacted_Date,18/05/2009,2009-05-18
43548,Effective_Date,05/07/2010,2010-07-05
43549,Enacted_Date,07/04/2006,2006-04-07
43549,Effective_Date,21/07/2006,2006-07-21
43550,Enacted_Date,19/03/2012,2012-03-19
43550,Effective_Date,01/07/2012,2012-07-01
43551,Enacted_Date,27/04/1990,1990-04-27
43551,Effective_Date,01/01/1991,1991-01-01
43552,Enacted_Date,21/10/2010,2010-10-21
43552,Effective_Date,19/01/2011,2011-01-19
43553,Enacted_Date,19/08/2011,2011-08-19
43553,Effective_Date,15/02/2012,2012-02-15
43554,Enacted_Date,19/06/1985,1985-06-19
43554,Effective_Date,01/10/1985,1985-10-01
43555,Enacted_Date,09/06/2009,2009-06-09
43555,Effective_Date,05/07/2010,2010-07-05
43556,Enacted_Date,10/05/2010,2010-05-10
43556,Effective_Date,10/05/2010,2010-05-10
43557,Enacted_Date,10/05/2010,2010-05-10
43557,Effective_Date,10/05/2010,2010-05-10
43558,Enacted_Date,20/07/1993,1993-07-20
43558,Effective_Date,01/01/1994,1994-01-01
43559,Enacted_Date,19/05/2009,2009-05-19
43559,Effective_Date,02/01/2010,2010-01-02
43560,Enacted_Date,08/11/2005,2005-11-08
43560,Effective_Date,08/12/2005,2005-12-08
43561,Enacted_Date,28/08/1997,1997-08-28
43561,Effective_Date,26/11/1997,1997-11-26
43562,Enacted_Date,08/07/2007,2007-07-08
43562,Effective_Date,01/01/2008,2008-01-01
43563,Enacted_Date,19/08/2011,2011-08-19
43563,Effective_Date,15/02/2012,2012-02-15
43564,Enacted_Date,19/03/2012,2012-03-19
43564,Effective_Date,01/07/2012,2012-07-01
43565,Enacted_Date,05/11/2012,2012-11-05
43565,Effective_Date,05/12/2012,2012-12-05
43566,Enacted_Date,07/11/2006,2006-11-07
43566,Effective_Date,17/11/2006,2006-11-17
43567,Enacted_Date,21/10/2010,2010-10-21
43567,Effective_Date,19/01/2011,2011-01-19
43568,Enacted_Date,18/05/2009,2009-05-18
43568,Effective_Date,05/07/2010,2010-07-05
43569,Enacted_Date,31/05/2005,2005-05-31
43569,Effective_Date,17/09/2005,2005-09-17
43570,Enacted_Date,02/04/2004,2004-04-02
43570,Effective_Date,01/07/2004,2004-07-01
43571,Enacted_Date,30/06/2006,2006-06-30
43571,Effective_Date,01/01/2007,2007-01-01
43572,Enacted_Date,27/04/1990,1990-04-27
43572,Effective_Date,01/01/1991,1991-01-01
43573,Enacted_Date,17/05/2007,2007-05-17
43573,Effective_Date,01/02/2008,2008-02-01
43574,Enacted_Date,13/03/2007,2007-03-13
43574,Effective_Date,15/06/2007,2007-06-15
43575,Enacted_Date,16/05/2007,2007-05-16
43575,Effective_Date,01/10/2007,2007-10-01
43576,Enacted_Date,26/03/2003,2003-03-26
43576,Effective_Date,24/07/2003,2003-07-24
43577,Enacted_Date,23/07/2007,2007-07-23
43577,Effective_Date,01/01/2008,2008-01-01
43578,Enacted_Date,07/11/2006,2006-11-07
43578,Effective_Date,01/05/2007,2007-05-01
43579,Enacted_Date,28/08/2007,2007-08-28
43579,Effective_Date,01/10/2007,2007-10-01
43580,Enacted_Date,05/11/2012,2012-11-05
43580,Effective_Date,05/12/2012,2012-12-05
43581,Enacted_Date,18/06/2004,2004-06-18
43581,Effective_Date,05/07/2004,2004-07-05
43582,Enacted_Date,29/06/2004,2004-06-29
43582,Effective_Date,01/03/2005,2005-03-01
43583,Enacted_Date,02/11/2010,2010-11-02
43583,Effective_Date,10/11/2010,2010-11-10
43584,Enacted_Date,15/04/2008,2008-04-15
43584,Effective_Date,01/07/2008,2008-07-01
43585,Enacted_Date,15/01/2006,2006-01-15
43585,Effective_Date,15/04/2006,2006-04-15
43586,Enacted_Date,31/05/2002,2002-05-31
43586,Effective_Date,27/11/2002,2002-11-27
43587,Enacted_Date,18/06/2004,2004-06-18
43587,Effective_Date,05/07/2004,2004-07-05
43588,Enacted_Date,08/11/2005,2005-11-08
43588,Effective_Date,08/12/2005,2005-12-08
43589,Enacted_Date,17/05/2007,2007-05-17
43589,Effective_Date,01/10/2007,2007-10-01
43590,Enacted_Date,09/05/2005,2005-05-09
43590,Effective_Date,01/07/2005,2005-07-01
43591,Enacted_Date,08/04/2005,2005-04-08
43591,Effective_Date,01/07/2005,2005-07-01
43592,Enacted_Date,25/05/2005,2005-05-25
43592,Effective_Date,01/08/2005,2005-08-01
43593,Enacted_Date,15/04/2008,2008-04-15
43593,Effective_Date,01/07/2008,2008-07-01
43594,Enacted_Date,19/03/2012,2012-03-19
43594,Effective_Date,01/07/2012,2012-07-01
43595,Enacted_Date,27/04/1990,1990-04-27
43595,Effective_Date,01/01/1991,1991-01-01
43596,Enacted_Date,07/11/2006,2006-11-07
43596,Effective_Date,01/05/2007,2007-05-01
43597,Enacted_Date,31/05/2002,2002-05-31
43597,Effective_Date,27/11/2002,2002-11-27
43598,Enacted_Date,27/03/2006,2006-03-27
43598,Effective_Date,01/07/2006,2006-07-01
43599,Enacted_Date,17/05/2007,2007-05-17
43599,Effective_Date,01/10/2007,2007-10-01
43600,Enacted_Date,08/06/2009,2009-06-08
43600,Effective_Date,11/09/2009,2009-09-11
43601,Enacted_Date,26/06/2007,2007-06-26
43601,Effective_Date,01/01/2009,2009-01-01
43602,Enacted_Date,26/03/2003,2003-03-26
43602,Effective_Date,24/07/2003,2003-07-24
43603,Enacted_Date,24/06/2003,2003-06-24
43603,Effective_Date,01/01/2004,2004-01-01
43604,Enacted_Date,02/04/2004,2004-04-02
43604,Effective_Date,01/07/2004,2004-07-01
43605,Enacted_Date,18/06/2004,2004-06-18
43605,Effective_Date,05/07/2004,2004-07-05
43606,Enacted_Date,13/03/2007,2007-03-13
43606,Effective_Date,15/06/2007,2007-06-15
43607,Enacted_Date,09/05/2009,2009-05-09
43607,Effective_Date,01/07/2009,2009-07-01
43608,Enacted_Date,29/06/2004,2004-06-29
43608,Effective_Date,01/03/2005,2005-03-01
43609,Enacted_Date,27/03/2006,2006-03-27
43609,Effective_Date,01/07/2006,2006-07-01
43610,Enacted_Date,09/03/2009,2009-03-09
43610,Effective_Date,01/12/2009,2009-12-01
43611,Enacted_Date,26/03/2003,2003-03-26
43611,Effective_Date,24/07/2003,2003-07-24
43612,Enacted_Date,10/05/2010,2010-05-10
43612,Effective_Date,10/05/2010,2010-05-10
43613,Enacted_Date,23/07/2007,2007-07-23
43613,Effective_Date,01/01/2008,2008-01-01
43614,Enacted_Date,10/05/2010,2010-05-10
43614,Effective_Date,10/05/2010,2010-05-10
43615,Enacted_Date,15/04/2008,2008-04-15
43615,Effective_Date,01/07/2008,2008-07-01
43616,Enacted_Date,16/05/2007,2007-05-16
43616,Effective_Date,01/10/2007,2007-10-01
43617,Enacted_Date,25/05/2005,2005-05-25
43617,Effective_Date,01/08/2005,2005-08-01
43618,Enacted_Date,01/06/2005,2005-06-01
43618,Effective_Date,01/09/2005,2005-09-01
43619,Enacted_Date,26/03/2003,2003-03-26
43619,Effective_Date,24/07/2003,2003-07-24
43620,Enacted_Date,19/06/2003,2003-06-19
43620,Effective_Date,01/09/2003,2003-09-01
43621,Enacted_Date,18/06/2004,2004-06-18
43621,Effective_Date,05/07/2004,2004-07-05
43622,Enacted_Date,27/04/1990,1990-04-27
43622,Effective_Date,01/01/1991,1991-01-01
43623,Enacted_Date,07/11/2006,2006-11-07
43623,Effective_Date,01/05/2007,2007-05-01
43624,Enacted_Date,08/11/2005,2005-11-08
43624,Effective_Date,08/12/2005,2005-12-08
43625,Enacted_Date,29/06/2004,2004-06-29
43625,Effective_Date,01/03/2005,2005-03-01
43626,Enacted_Date,18/05/2009,2009-05-18
43626,Effective_Date,05/07/2010,2010-07-05
43627,Enacted_Date,10/05/2010,2010-05-10
43627,Effective_Date,10/05/2010,2010-05-10
43628,Enacted_Date,10/05/2010,2010-05-10
43628,Effective_Date,10/11/2010,2010-11-10
43629,Enacted_Date,07/11/2006,2006-11-07
43629,Effective_Date,01/05/2007,2007-05-01
43630,Enacted_Date,18/12/2009,2009-12-18
43630,Effective_Date,01/05/2010,2010-05-01
43631,Enacted_Date,02/11/2010,2010-11-02
43631,Effective_Date,10/11/2010,2010-11-10
43632,Enacted_Date,06/06/2003,2003-06-06
43632,Effective_Date,01/09/2003,2003-09-01
43633,Enacted_Date,23/07/2007,2007-07-23
43633,Effective_Date,01/01/2008,2008-01-01
43634,Enacted_Date,17/04/2005,2005-04-17
43634,Effective_Date,01/10/2005,2005-10-01
43635,Enacted_Date,09/05/2005,2005-05-09
43635,Effective_Date,01/07/2005,2005-07-01
43636,Enacted_Date,15/04/2008,2008-04-15
43636,Effective_Date,01/07/2008,2008-07-01
43637,Enacted_Date,15/04/2008,2008-04-15
43637,Effective_Date,01/07/2008,2008-07-01
43638,Enacted_Date,06/06/2003,2003-06-06
43638,Effective_Date,01/09/2003,2003-09-01
43639,Enacted_Date,19/06/2003,2003-06-19
43639,Effective_Date,01/09/2003,2003-09-01
43640,Enacted_Date,23/05/2003,2003-05-23
43640,Effective_Date,01/10/2003,2003-10-01
43641,Enacted_Date,18/12/2009,2009-12-18
43641,Effective_Date,01/05/2010,2010-05-01
43642,Enacted_Date,07/04/2006,2006-04-07
43642,Effective_Date,21/07/2006,2006-07-21
43643,Enacted_Date,15/04/2008,2008-04-15
43643,Effective_Date,01/07/2008,2008-07-01
43644,Enacted_Date,10/07/2006,2006-07-10
43644,Effective_Date,16/11/2006,2006-11-16
43645,Enacted_Date,18/12/2009,2009-12-18
43645,Effective_Date,01/05/2010,2010-05-01
43646,Enacted_Date,11/06/2007,2007-06-11
43646,Effective_Date,01/10/2007,2007-10-01
43647,Enacted_Date,07/04/2006,2006-04-07
43647,Effective_Date,21/07/2006,2006-07-21
43648,Enacted_Date,29/06/2004,2004-06-29
43648,Effective_Date,01/03/2005,2005-03-01
43649,Enacted_Date,30/06/2006,2006-06-30
43649,Effective_Date,01/01/2007,2007-01-01
43650,Enacted_Date,09/12/2005,2005-12-09
43650,Effective_Date,08/05/2006,2006-05-08
43651,Enacted_Date,08/05/2000,2000-05-08
43651,Effective_Date,08/11/2000,2000-11-08
43652,Enacted_Date,23/06/2003,2003-06-23
